iteration,sensitivity,specificity,auroc,balanced_accuracy,f1,recall,precision,auprc,brier_score,tn,fp,fn,tp
112,0.67405149183413,0.98826399784826,0.7278553484459304,0.6661463408047594,0.16182873730043543,0.5425790754257908,0.09509594882729211,0.11090279141017667,0.051322093646142465,7969,2122,188,223
113,0.6238343316877835,0.9604878235182801,0.6375804028927331,0.6002728374010398,0.18248175182481752,0.4110612855007474,0.11727078891257996,0.11308292248797416,0.07305813568973911,7763,2070,394,275
114,0.7755393850831815,0.9602551220255441,0.6553918023345082,0.6148689592117613,0.208955223880597,0.4369063772048847,0.1373134328358209,0.13525445307519088,0.07566238802301385,7742,2023,415,322
115,0.8082999074050714,0.9874678864164516,0.7457254139284911,0.670742849375513,0.1856839121190645,0.549266247379455,0.11172707889125799,0.12548230768159685,0.054753608385049134,7942,2083,215,262
116,0.6507332097077596,0.9754923183211731,0.6837312350150699,0.6322566202849773,0.17466945024356298,0.47448015122873344,0.1070362473347548,0.11126329908613161,0.060956103079133205,7879,2094,278,251
117,0.4988619379280018,0.979275790685721,0.6651637694367873,0.6197374134977924,0.13929989173583543,0.45305164319248825,0.08230277185501066,0.07887766730451415,0.056139260995927996,7924,2152,233,193
118,0.5199645185799008,0.9801641042278595,0.6602031136135323,0.6185140817113878,0.13857813063875857,0.4507042253521127,0.08187633262260129,0.08081496437293827,0.0561109052359911,7923,2153,234,192
119,0.840454993490949,0.9900846250124407,0.7476142573553122,0.6768292800509084,0.18576512455516014,0.5612903225806452,0.11130063965884861,0.12345426525916092,0.053938390738825545,7953,2084,204,261
120,0.4369922725524772,0.9616627852453251,0.5752053039716122,0.5499482629793807,0.12529955494693598,0.3177083333333333,0.07803837953091684,0.07121936142984972,0.07148450676203537,7764,2162,393,183
121,0.7735292073749925,0.9644671952270074,0.6475906570417139,0.6126581370968122,0.1980914774596907,0.43371757925072046,0.12835820895522387,0.12329997573096166,0.07366639161811862,7764,2044,393,301
122,0.770002946020479,0.9712821391293742,0.669928283108437,0.6253235579078276,0.192722371967655,0.4590690208667737,0.12196162046908315,0.12692180054350827,0.06718160080377532,7820,2059,337,286
123,0.4677444741476879,0.9752097332880496,0.635881531489081,0.605948951682012,0.13795568263045033,0.4260485651214128,0.08230277185501066,0.07960234696645901,0.05838172771913049,7897,2152,260,193
124,0.42802315607162406,0.9764176207320375,0.6382099147233311,0.6004378647455785,0.12716763005780346,0.4160756501182033,0.07505330490405117,0.07262130749159779,0.057015776524629753,7910,2169,247,176
125,0.45169201503042367,0.9797761436870223,0.6562637349039795,0.6178430013858642,0.13114754098360656,0.45,0.0767590618336887,0.07970501247805564,0.053955079443758894,7937,2165,220,180
126,0.4250998981734845,0.9894724622100246,0.7054236395315856,0.6422835879357618,0.11005692599620494,0.5,0.06183368869936034,0.06576678090325667,0.046420125354349986,8012,2200,145,145
127,0.5085509097102464,0.9866911482819349,0.689998986726112,0.6337198117253833,0.12666666666666668,0.48169014084507045,0.07292110874200426,0.07726231139428143,0.05037056855143088,7973,2174,184,171
128,0.8274661067757754,0.9841993623649776,0.7251186841030591,0.6536555013117513,0.18651763884037723,0.5154440154440154,0.1138592750533049,0.12649113687202632,0.05826938420196191,7906,2078,251,267
129,0.6121403578691074,0.9749930446487267,0.6676319176319176,0.618118913040788,0.16206776108976598,0.44787644787644787,0.09893390191897655,0.101546381414585,0.06108616843774785,7871,2113,286,232
130,0.39602480138212587,0.9658953407349751,0.5997550213335588,0.5714710677278521,0.12937062937062938,0.3592233009708738,0.07889125799573561,0.07322807016387844,0.06563134921146718,7827,2160,330,185
131,0.48628762551238086,0.976244105096983,0.6575412300481939,0.6074010699915993,0.13810375670840788,0.4288888888888889,0.08230277185501066,0.0782517453583806,0.05850866910588597,7900,2152,257,193
132,0.399677994150486,0.9869023037275894,0.6794978272298025,0.6146346482491636,0.10264150943396226,0.4459016393442623,0.05799573560767591,0.05958504910542436,0.048266066885018305,7988,2209,169,136
133,0.5918839783833052,0.9912315335505174,0.7424045385990671,0.6737733525675874,0.14349442379182156,0.5594202898550724,0.08230277185501066,0.09690286212090514,0.04744064338570234,8005,2152,152,193
134,0.49774205920470227,0.9853007717585222,0.6813045900637141,0.6219779677808874,0.12329272794389073,0.45879120879120877,0.07121535181236674,0.07257013510168403,0.05150589849756506,7960,2178,197,167
135,0.5247838301375591,0.9901685623847349,0.7133130461570828,0.6514810390039748,0.12649700598802396,0.5168195718654435,0.07206823027718551,0.07370136812917807,0.04818741619804325,7999,2176,158,169
136,0.44331645418335075,0.9829832308783808,0.6451117347655468,0.6183403311056208,0.12112259970457903,0.45179063360881544,0.06993603411513859,0.06931236475230709,0.052058753903917974,7958,2181,199,164
137,0.7133477980015732,0.9953847284500869,0.7767299671980104,0.6926374926079243,0.1569788967049241,0.5955056179775281,0.09040511727078891,0.10952901965145151,0.047059689383124194,8013,2133,144,212
138,0.380281732919023,0.9907669292419362,0.7035678287006348,0.6458127124518342,0.10065309258547829,0.5077519379844961,0.055863539445628996,0.061065465134859095,0.044351282692747435,8030,2214,127,131
139,0.9109115662340636,0.9935329443557285,0.7834066485976291,0.7015296623745486,0.19964349376114082,0.6086956521739131,0.11940298507462686,0.13673511773143607,0.052096790130607105,7977,2065,180,280
140,0.745841454779112,0.9674844039308452,0.6483588572651089,0.6053292366553507,0.1829105473965287,0.42089093701996927,0.11684434968017057,0.11616337983654773,0.07097538287839428,7780,2071,377,274
141,0.8011871464272708,0.9824365252871247,0.7096834147109781,0.6541561782576115,0.18885017421602787,0.5161904761904762,0.11556503198294243,0.1261555344342148,0.058854090916895176,7903,2074,254,271
142,0.6091965384049356,0.9691715204044122,0.6505714840229443,0.5993601667195445,0.1616992120589243,0.41114982578397213,0.10063965884861407,0.10214422884646052,0.06631888174721288,7819,2109,338,236
143,0.5548978774327923,0.9905195476049079,0.7222508150417358,0.6644493081513542,0.13577023498694518,0.5416666666666666,0.07761194029850746,0.08659202085364164,0.04777048194432369,8003,2163,154,182
144,0.7784648233048626,0.9823956538539627,0.7091214695609146,0.6521252385382551,0.18461538461538463,0.512621359223301,0.11257995735607676,0.1261336789737862,0.05795877762755831,7906,2081,251,264
145,0.44583372487660944,0.9849280395035286,0.6699801521903221,0.6258212726855042,0.11970260223048328,0.4666666666666667,0.06865671641791045,0.07497475312229297,0.05053741681589804,7973,2184,184,161
146,0.8251064532040431,0.9895281515905361,0.7460936903312502,0.6735433752210871,0.18304843304843305,0.5550755939524838,0.10959488272921108,0.12631184640916185,0.05374639261470033,7951,2088,206,257
147,0.44925913937445794,0.9943218722377423,0.7203538521099497,0.6559864498644987,0.10242587601078167,0.5277777777777778,0.056716417910447764,0.06078384155459058,0.043461285153480675,8038,2212,119,133
148,0.9043795193030574,0.9720239736082731,0.6883120201711836,0.6371710593263458,0.21456953642384105,0.48,0.13816631130063967,0.1388739101913575,0.06955834339737424,7806,2021,351,324
149,0.8859136422927792,0.9853892790528136,0.731723315883482,0.6710126032159931,0.2023643949930459,0.5480225988700564,0.12409381663113006,0.1365867821918721,0.05793958114972763,7917,2054,240,291
150,0.9161167405306986,0.9769899760777233,0.6854192392786396,0.6387409637004451,0.20504201680672268,0.48412698412698413,0.1300639658848614,0.13729274603347996,0.06614065324814265,7832,2040,325,305
